RESULTID,RACEID,DRIVERID,CONSTRUCTORID,NUMBER,GRID,POSITION,POSITIONTEXT,POSITIONORDER,POINTS,LAPS,TIME_x,MILLISECONDS,FASTESTLAP,RANK,FASTESTLAPTIME,FASTESTLAPSPEED,STATUSID,CONSTRUCTORREF,NAME_x,NATIONALITY,URL_x,YEAR,ROUND,CIRCUITID,NAME_y,DATE,TIME_y,URL_y,FP1_DATE,FP1_TIME,FP2_DATE,FP2_TIME,FP3_DATE,FP3_TIME,QUALI_DATE,QUALI_TIME,SPRINT_DATE,SPRINT_TIME
21694,879,30,131,7.0,13,7.0,7,7,6,71,+11.907,6334563.0,37.0,15.0,1:20.158,193.522,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00.000,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,,,,,,,,,,
21702,879,3,131,8.0,9,15.0,15,15,0,70,,,38.0,16.0,1:20.266,193.262,11,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00.000,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,,,,,,,,,,
21707,879,1,1,4.0,1,,R,20,0,54,,,38.0,1.0,1:18.069,198.701,4,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00.000,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,,,,,,,,,,
21716,880,1,131,10.0,3,5.0,5,5,10,58,+45.561,5448786.0,45.0,5.0,1:29.759,212.689,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00.000,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,,,,,,,,,,
21720,880,18,1,5.0,10,9.0,9,9,2,58,+1:21.630,5484855.0,41.0,7.0,1:30.198,211.654,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00.000,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,,,,,,,,,,
21722,880,815,1,6.0,15,11.0,11,11,0,58,+1:23.367,5486592.0,46.0,6.0,1:29.926,212.294,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00.000,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,,,,,,,,,,
21731,880,3,131,9.0,6,,R,20,0,26,,,18.0,18.0,1:32.259,206.926,10,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00.000,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,,,,,,,,,,
21736,881,1,131,10.0,4,3.0,3,3,15,56,+12.181,5948862.0,32.0,10.0,1:41.001,197.57,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00.000,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,,,,,,,,,,
21737,881,3,131,9.0,6,4.0,4,4,12,56,+12.640,5949321.0,44.0,8.0,1:40.755,198.052,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00.000,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,,,,,,,,,,
21742,881,815,1,6.0,9,9.0,9,9,2,56,+1:12.357,6009038.0,56.0,1.0,1:39.199,201.159,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00.000,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,,,,,,,,,,
21750,881,18,1,5.0,7,17.0,17,17,0,53,,,43.0,5.0,1:40.556,198.444,54,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00.000,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,,,,,,,,,,
21758,882,1,131,10.0,1,3.0,3,3,15,56,+12.322,5799267.0,50.0,6.0,1:39.981,196.273,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00.000,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,,,,,,,,,,
21760,882,18,1,5.0,8,5.0,5,5,10,56,+35.285,5822230.0,56.0,2.0,1:38.058,200.122,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00.000,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,,,,,,,,,,
21766,882,815,1,6.0,12,11.0,11,11,0,56,+1:03.860,5850805.0,55.0,14.0,1:41.281,193.754,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00.000,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,,,,,,,,,,
21774,882,3,131,9.0,4,,R,19,0,21,,,7.0,19.0,1:43.378,189.823,22,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00.000,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,,,,,,,,,,
21782,883,1,131,10.0,9,5.0,5,5,10,57,+35.230,5795728.0,48.0,11.0,1:38.204,198.395,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00.000,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,,,,,,,,,,
21783,883,815,1,6.0,12,6.0,6,6,8,57,+35.998,5796496.0,41.0,7.0,1:37.913,198.984,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00.000,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,,,,,,,,,,
21786,883,3,131,9.0,1,9.0,9,9,2,57,+41.126,5801624.0,48.0,4.0,1:37.588,199.647,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00.000,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,,,,,,,,,,
21787,883,18,1,5.0,10,10.0,10,10,1,57,+46.631,5807129.0,49.0,6.0,1:37.743,199.33,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00.000,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,,,,,,,,,,
21805,884,3,131,9.0,1,6.0,6,6,8,66,+1:08.020,6024616.0,56.0,11.0,1:27.591,191.321,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00.000,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,,,,,,,,,,
21807,884,18,1,5.0,14,8.0,8,8,4,66,+1:19.506,6036102.0,55.0,14.0,1:27.957,190.524,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00.000,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,,,,,,,,,,
21808,884,815,1,6.0,8,9.0,9,9,2,66,+1:21.738,6038334.0,55.0,10.0,1:27.251,192.066,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00.000,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,,,,,,,,,,
21811,884,1,131,10.0,2,12.0,12,12,0,65,,,53.0,13.0,1:27.895,190.659,11,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00.000,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,,,,,,,,,,
21822,885,3,131,9.0,1,1.0,1,1,25,78,2:17:52.056,8272056.0,74.0,6.0,1:18.327,153.51,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00.000,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,,,,,,,,,,
21825,885,1,131,10.0,2,4.0,4,4,12,78,+13.894,8285950.0,76.0,3.0,1:18.133,153.891,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00.000,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,,,,,,,,,,
21827,885,18,1,5.0,9,6.0,6,6,8,78,+23.103,8295159.0,76.0,8.0,1:18.720,152.743,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00.000,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,,,,,,,,,,
21837,885,815,1,6.0,7,16.0,16,16,0,72,,,27.0,14.0,1:19.530,151.188,22,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00.000,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,,,,,,,,,,
21846,886,1,131,10.0,2,3.0,3,3,15,70,+15.942,5545085.0,69.0,3.0,1:16.354,205.615,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00.000,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,,,,,,,,,,
21848,886,3,131,9.0,4,5.0,5,5,10,70,+1:09.725,5598868.0,70.0,4.0,1:16.534,205.132,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00.000,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,,,,,,,,,,
21854,886,815,1,6.0,12,11.0,11,11,0,69,,,69.0,7.0,1:17.369,202.918,11,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00.000,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,,,,,,,,,,
21855,886,18,1,5.0,14,12.0,12,12,0,69,,,68.0,8.0,1:17.458,202.685,11,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00.000,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,,,,,,,,,,
21866,887,3,131,9.0,2,1.0,1,1,25,52,1:32:59.456,5579456.0,50.0,2.0,1:33.531,226.744,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,8,9,British Grand Prix,2013-06-30,12:00:00.000,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,,,,,,,,,,
21869,887,1,131,10.0,1,4.0,4,4,12,52,+7.756,5587212.0,51.0,4.0,1:34.159,225.231,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,8,9,British Grand Prix,2013-06-30,12:00:00.000,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,,,,,,,,,,
21878,887,18,1,5.0,10,13.0,13,13,0,52,+25.969,5605425.0,39.0,16.0,1:36.356,220.096,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,8,9,British Grand Prix,2013-06-30,12:00:00.000,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,,,,,,,,,,
21885,887,815,1,6.0,13,20.0,20,20,0,46,,,37.0,14.0,1:36.131,220.611,36,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,8,9,British Grand Prix,2013-06-30,12:00:00.000,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,,,,,,,,,,
21892,888,1,131,10.0,1,5.0,5,5,10,60,+26.927,6101638.0,57.0,4.0,1:34.156,196.83,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,9,20,German Grand Prix,2013-07-07,12:00:00.000,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,,,,,,,,,,
21893,888,18,1,5.0,9,6.0,6,6,8,60,+27.996,6102707.0,49.0,7.0,1:34.201,196.736,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,9,20,German Grand Prix,2013-07-07,12:00:00.000,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,,,,,,,,,,
21895,888,815,1,6.0,13,8.0,8,8,4,60,+38.306,6113017.0,50.0,15.0,1:36.134,192.78,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,9,20,German Grand Prix,2013-07-07,12:00:00.000,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,,,,,,,,,,
21896,888,3,131,9.0,11,9.0,9,9,2,60,+46.821,6121532.0,55.0,6.0,1:34.181,196.778,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,9,20,German Grand Prix,2013-07-07,12:00:00.000,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,,,,,,,,,,
21910,890,1,131,10.0,1,1.0,1,1,25,70,1:42:29.445,6149445.0,69.0,3.0,1:24.647,186.322,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00.000,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,,,,,,,,,,
21916,890,18,1,5.0,13,7.0,7,7,6,70,+53.819,6203264.0,56.0,11.0,1:26.195,182.975,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00.000,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,,,,,,,,,,
21918,890,815,1,6.0,9,9.0,9,9,2,69,,,59.0,10.0,1:26.143,183.086,11,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00.000,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,,,,,,,,,,
21928,890,3,131,9.0,4,19.0,19,19,0,64,,,62.0,4.0,1:25.089,185.354,5,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00.000,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,,,,,,,,,,
21934,891,1,131,10.0,1,3.0,3,3,15,44,+27.734,5049930.0,39.0,7.0,1:51.596,225.943,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00.000,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,,,,,,,,,,
21935,891,3,131,9.0,4,4.0,4,4,12,44,+29.872,5052068.0,39.0,6.0,1:51.582,225.971,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00.000,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,,,,,,,,,,
21937,891,18,1,5.0,6,6.0,6,6,8,44,+40.794,5062990.0,36.0,2.0,1:50.823,227.519,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00.000,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,,,,,,,,,,
21942,891,815,1,6.0,13,11.0,11,11,0,44,+1:21.936,5104132.0,34.0,16.0,1:53.472,222.208,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00.000,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,,,,,,,,,,
21959,892,3,131,9.0,6,6.0,6,6,8,53,+10.999,4724351.0,50.0,2.0,1:26.500,241.095,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00.000,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,,,,,,,,,,
21962,892,1,131,10.0,12,9.0,9,9,2,53,+33.527,4746879.0,51.0,1.0,1:25.849,242.924,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00.000,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,,,,,,,,,,
21963,892,18,1,5.0,9,10.0,10,10,1,53,+38.327,4751679.0,46.0,16.0,1:27.830,237.445,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00.000,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,,,,,,,,,,
21965,892,815,1,6.0,8,12.0,12,12,0,53,+39.765,4753117.0,44.0,15.0,1:27.607,238.049,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00.000,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,,,,,,,,,,
21979,893,3,131,9.0,2,4.0,4,4,12,61,+51.155,7204287.0,51.0,6.0,1:50.353,165.233,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00.000,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,,,,,,,,,,
21980,893,1,131,10.0,5,5.0,5,5,10,61,+53.159,7206291.0,59.0,4.0,1:49.916,165.89,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00.000,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,,,,,,,,,,
21982,893,18,1,5.0,8,7.0,7,7,6,61,+1:23.354,7236486.0,46.0,15.0,1:51.740,163.182,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00.000,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,,,,,,,,,,
21983,893,815,1,6.0,14,8.0,8,8,4,61,+1:23.820,7236952.0,46.0,16.0,1:51.926,162.911,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00.000,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,,,,,,,,,,
22002,894,1,131,10.0,2,5.0,5,5,10,55,+25.255,6218956.0,53.0,5.0,1:42.539,197.134,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00.000,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,,,,,,,,,,
22004,894,3,131,9.0,4,7.0,7,7,6,55,+26.698,6220399.0,54.0,4.0,1:42.471,197.265,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00.000,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,,,,,,,,,,
22005,894,18,1,5.0,11,8.0,8,8,4,55,+32.262,6225963.0,45.0,12.0,1:43.073,196.113,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00.000,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,,,,,,,,,,
22007,894,815,1,6.0,10,10.0,10,10,1,55,+35.155,6228856.0,47.0,11.0,1:42.973,196.303,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00.000,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,,,,,,,,,,
22027,895,3,131,9.0,6,8.0,8,8,4,53,+1:12.023,5281324.0,46.0,2.0,1:34.650,220.868,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00.000,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,,,,,,,,,,
22028,895,18,1,5.0,10,9.0,9,9,2,53,+1:20.821,5290122.0,53.0,6.0,1:35.549,218.79,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00.000,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,,,,,,,,,,
22034,895,815,1,6.0,11,15.0,15,15,0,52,,,46.0,7.0,1:35.845,218.114,11,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00.000,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,,,,,,,,,,
22039,895,1,131,10.0,3,,R,20,0,7,,,3.0,20.0,1:41.202,206.569,29,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00.000,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,,,,,,,,,,
22043,896,3,131,9.0,2,2.0,2,2,18,60,+29.823,5502010.0,49.0,9.0,1:28.816,207.732,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00.000,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,,,,,,,,,,
22046,896,815,1,6.0,9,5.0,5,5,10,60,+43.829,5516016.0,59.0,4.0,1:28.503,208.467,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00.000,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,,,,,,,,,,
22047,896,1,131,10.0,3,6.0,6,6,8,60,+52.475,5524662.0,53.0,15.0,1:29.052,207.182,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00.000,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,,,,,,,,,,
22055,896,18,1,5.0,10,14.0,14,14,0,59,,,57.0,8.0,1:28.814,207.737,11,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00.000,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,,,,,,,,,,
22066,897,3,131,9.0,3,3.0,3,3,15,55,+33.650,5919756.0,51.0,6.0,1:44.458,191.41,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00.000,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,,,,,,,,,,
22070,897,1,131,10.0,4,7.0,7,7,6,55,+1:19.267,5965373.0,47.0,10.0,1:45.463,189.586,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00.000,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,,,,,,,,,,
22072,897,815,1,6.0,8,9.0,9,9,2,55,+1:31.198,5977304.0,51.0,8.0,1:45.435,189.637,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00.000,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,,,,,,,,,,
22075,897,18,1,5.0,12,12.0,12,12,0,55,+1:43.767,5989873.0,43.0,17.0,1:46.336,188.03,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00.000,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,,,,,,,,,,
22089,898,1,131,10.0,5,4.0,4,4,12,56,+27.358,5984506.0,50.0,5.0,1:40.818,196.857,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,18,69,United States Grand Prix,2013-11-17,19:00:00.000,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,,,,,,,,,,
22092,898,815,1,6.0,7,7.0,7,7,6,56,+46.692,6003840.0,47.0,15.0,1:41.830,194.901,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,18,69,United States Grand Prix,2013-11-17,19:00:00.000,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,,,,,,,,,,
22094,898,3,131,9.0,12,9.0,9,9,2,56,+59.141,6016289.0,51.0,8.0,1:41.133,196.244,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,18,69,United States Grand Prix,2013-11-17,19:00:00.000,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,,,,,,,,,,
22095,898,18,1,5.0,15,10.0,10,10,1,56,+1:17.278,6034426.0,50.0,12.0,1:41.285,195.95,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,18,69,United States Grand Prix,2013-11-17,19:00:00.000,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,,,,,,,,,,
22111,899,18,1,5.0,14,4.0,4,4,12,71,+37.360,5593660.0,52.0,7.0,1:16.450,202.909,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00.000,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,,,,,,,,,,
22112,899,3,131,9.0,2,5.0,5,5,10,71,+39.048,5595348.0,60.0,6.0,1:16.442,202.93,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00.000,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,,,,,,,,,,
22113,899,815,1,6.0,19,6.0,6,6,8,71,+44.051,5600351.0,50.0,5.0,1:16.246,203.451,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00.000,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,,,,,,,,,,
22116,899,1,131,10.0,5,9.0,9,9,2,71,+1:12.903,5629203.0,51.0,10.0,1:16.692,202.268,1,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00.000,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,,,,,,,,,,
