YEAR,RACEID,DRIVERID,AVG(MILLISECONDS)
2017,976,20,145912.725490
2017,976,1,145916.882353
2017,975,840,81079.724638
2017,974,13,80817.756410
2017,974,815,81069.602564
2017,973,1,87219.651515
2017,972,838,105118.941176
2017,972,20,101718.461538
2017,971,807,100237.929825
2017,970,839,107030.327273
2017,970,13,107716.109091
2017,970,826,122014.444444
2017,969,807,91448.660714
2017,969,13,90088.736842
2017,988,1,102872.018182
2017,987,822,77310.197183
2017,987,817,77957.084507
2017,986,4,83405.114286
2017,985,839,102178.053571
2017,974,154,80801.153846
2017,972,1,102405.057692
2017,972,13,103748.568627
2017,972,807,103556.365385
2017,972,836,105875.060000
2017,973,20,87272.530303
2017,973,839,89186.184615
2017,974,822,80639.192308
2017,974,817,80616.474359
2017,971,840,100738.916667
2017,974,839,80872.628205
2017,975,1,79787.914286
2017,975,836,82329.014706
2017,976,825,146614.235294
2017,977,8,69421.028169
2017,977,815,70245.357143
2017,977,825,72147.310345
2017,978,1,95831.960784
2017,986,832,84603.084746
2017,969,815,90492.482143
2017,969,841,92441.181818
2017,970,830,105381.250000
2017,970,815,106910.727273
2017,970,825,106651.709091
2017,971,830,97499.090909
2017,971,8,99225.421053
2017,985,154,103164.127273
2017,978,20,97674.882353
2017,987,8,77336.084507
2017,987,4,78248.239437
2017,987,13,78241.464789
2017,987,154,79812.289855
2017,988,4,104921.370370
2017,988,807,104359.545455
2017,971,835,100939.928571
2017,985,8,100835.178571
2017,983,817,96853.732143
2017,984,835,101084.615385
2017,984,828,110765.428571
2017,984,839,100358.150943
2017,984,840,100663.066667
2017,985,826,102553.872727
2017,985,840,102948.527273
2017,985,822,101177.821429
2017,982,839,128419.637931
2017,986,838,83477.571429
2017,986,839,82819.642857
2017,986,842,83735.585714
2017,987,830,77735.239437
2017,987,842,78958.600000
2017,988,838,106068.351852
2017,988,828,106231.962963
2017,988,843,106148.500000
2017,980,154,116235.750000
2017,978,839,97798.400000
2017,979,4,86541.942857
2017,979,807,87563.985075
2017,979,814,88969.983333
2017,980,839,116385.772727
2017,980,815,117542.952381
2017,980,835,116728.613636
2017,980,826,116653.636364
2017,981,839,86864.905660
2017,980,825,117047.318182
2017,981,836,89055.019608
2017,981,825,87713.615385
2017,982,4,164392.375000
2017,982,838,128171.241379
2017,982,1,127647.310345
2017,982,836,133765.321429
2017,977,807,70998.114286
2017,973,838,90436.812500
2017,974,20,80568.461538
2017,974,826,81077.211268
2017,979,154,95917.950000
2017,980,840,116632.250000
2017,980,822,115892.636364
2017,980,807,116156.977273
2017,981,807,87782.903846
2017,981,828,90014.714286
2017,979,20,85524.471429
2017,973,154,89884.815385
2017,977,817,69218.802817
2017,976,4,146963.215686
2017,976,828,147595.431373
2017,976,840,145874.156863
2017,974,836,79855.157895
2017,975,822,80070.528571
2017,975,835,81359.463768
2017,974,838,81080.560606
2017,976,830,111408.500000
2017,981,840,86914.490566
2017,979,826,87165.884058
2017,979,840,87517.521739
2017,985,830,100763.553571
2017,984,836,103479.039216
2017,984,822,99278.754717
2017,984,838,101389.076923
2017,984,817,99261.754717
2017,983,836,99457.036364
2017,983,822,97451.982143
2017,983,807,99300.581818
2017,969,154,91334.076923
2017,969,839,91430.625000
2017,969,828,94355.714286
2017,970,1,104574.250000
2017,970,817,105396.303571
2017,971,20,98831.122807
2017,971,13,99784.210526
2017,971,825,100029.625000
2017,972,828,105171.352941
2018,991,843,104416.823529
2018,989,840,93992.603448
2018,989,832,93431.120690
2018,990,843,99133.875000
2018,990,807,98613.403509
2018,991,20,103065.464286
2018,991,817,102435.357143
2018,991,154,103601.357143
2018,991,845,103475.375000
2018,992,4,122259.254902
2018,992,830,115820.410256
2018,993,817,87576.212121
2018,994,817,79164.192308
2018,994,8,79396.589744
2018,994,828,80059.884615
2018,994,832,80048.974359
2018,999,832,83327.074627
2018,999,825,83354.686567
2018,998,842,101613.711538
2018,997,845,71768.971014
2018,997,839,70713.500000
2018,997,20,69284.577465
2018,996,822,103622.962264
2018,996,840,104788.458333
2018,996,807,103837.245283
2018,996,844,103872.792453
2018,995,4,82119.675000
2018,994,825,80123.461538
2018,989,843,94662.438596
2018,994,822,79405.500000
2018,993,839,92885.052632
2018,993,825,88433.923077
2018,993,830,87224.924242
2018,1000,843,85397.101449
2018,992,844,122224.490196
2018,989,1,92729.637931
2018,992,822,122967.583333
2018,989,817,92764.689655
2018,989,839,93682.086207
2018,989,828,95019.200000
2018,993,1,86817.757576
2018,1008,154,74370.366197
2018,1008,845,76028.695652
2018,1009,844,110384.927273
2018,1009,817,109013.836364
2018,1009,830,108965.236364
2018,1009,840,111690.018519
2018,1009,825,111216.203704
2018,1009,843,111667.500000
2018,994,845,80862.701299
2018,994,842,79476.128205
2018,994,815,80067.538462
2018,994,20,79258.243590
2018,993,845,91070.015873
2018,993,20,87235.696970
2018,1008,830,73669.507042
2018,992,828,122407.901961
2018,992,843,122398.450980
2018,991,839,103221.964286
2018,991,4,102982.482143
2018,991,8,102607.446429
2018,990,822,96888.403509
2018,990,830,136290.666667
2018,990,840,99623.910714
2018,990,154,99268.678571
2018,990,838,98805.875000
2018,989,20,92642.810345
2018,1007,832,85687.107143
2018,1007,840,86678.565217
2018,1002,20,87370.471698
2018,997,154,70534.942857
2018,997,825,70557.500000
2018,997,4,70945.185714
2018,999,844,84701.242424
2018,999,839,83307.388060
2018,999,845,82339.215686
2018,999,843,83343.910448
2018,1000,1,83377.528571
2018,1000,842,84424.285714
2018,1000,825,84657.768116
2018,999,1,82833.507463
2018,1001,828,116731.325581
2018,1001,8,149157.875000
2018,1002,154,88128.377358
2018,996,817,102757.000000
2018,1004,822,99013.698113
2018,1004,815,101286.000000
2018,1004,840,102399.807692
2018,1004,838,102963.745098
2018,1005,839,100473.905660
2018,1005,832,100886.615385
2018,1005,825,126835.375000
2018,1006,822,101489.053571
2018,1006,843,103454.454545
2018,1006,838,103503.036364
2018,1006,840,105194.333333
2018,1007,807,85924.318841
2018,1007,4,87985.333333
2018,1004,842,115279.000000
2018,990,1,96990.385965
2018,990,845,99637.053571
2018,989,845,96536.750000
2018,1007,822,84592.142857
2018,1007,1,84332.239437
2018,1006,845,104147.981818
2018,1006,1,101089.017857
2018,1005,844,103086.789474
2018,990,817,98684.000000
2018,1004,843,125453.250000
2018,1004,817,100483.622642
2018,1004,832,103044.470588
2018,1004,154,101586.980769
2018,1004,1,98965.679245
2018,1003,845,114419.338983
2018,1003,843,113062.533333
2018,1002,828,89310.538462
2018,995,8,78508.250000
2018,997,843,71728.611111
2018,997,844,71006.700000
2018,996,838,104588.480769
2018,996,8,102590.056604
2018,996,1,102101.603774
2018,995,842,79929.522388
2018,995,845,80886.393939
2018,995,807,79632.134328
2018,1002,845,88858.769231
2018,995,817,78415.720588
2018,995,1,78425.529412
2018,994,843,79637.271429
2018,993,844,89627.390625
2018,993,8,96406.760000
2018,992,838,122322.411765
2018,992,1,122044.921569
2018,992,832,122192.274510
2018,996,154,104277.134615
2018,995,838,80655.181818
2018,994,844,79660.742857
2018,994,4,79687.980769
2018,993,838,92788.200000
2018,993,840,89702.578125
2018,992,825,122646.156863
2018,992,154,118206.214286
2018,996,20,103270.188679
2018,991,828,103553.285714
2018,991,838,103317.017857
2018,991,807,102811.285714
2018,991,822,102594.178571
2018,990,20,96876.140351
2018,990,842,97967.964912
2018,989,154,91369.916667
2018,989,815,93450.000000
2018,999,830,82947.746269
2018,1002,822,87331.132075
2018,1001,822,115410.931818
2018,1001,842,116372.000000
2018,1001,815,115579.522727
2018,1000,815,85752.362319
2018,1000,807,85487.275362
2018,1000,8,83664.685714
2018,999,815,83289.567164
2018,998,8,101027.615385
2018,998,840,101690.192308
2018,998,154,100463.783784
2018,998,839,101532.961538
2018,998,830,102623.456522
2018,997,842,71104.571429
2018,997,815,70734.900000
2018,997,840,71650.579710
2018,1009,4,111264.185185
2018,1006,828,103477.890909
2018,1007,8,83926.267606
2018,1007,154,86927.382353
2018,1007,838,86393.695652
2018,1007,843,86657.913043
2018,1008,844,74271.338028
2018,1008,838,75633.314286
2018,1009,20,108781.145455
2018,1006,830,101070.071429
2018,1008,839,75652.157143
2018,1008,840,76292.405797
2018,1008,8,73715.915493
2018,1005,8,99774.716981
2018,1001,840,117128.930233
2018,1003,807,112017.583333
2018,1001,817,127713.107143
2018,1000,840,86588.558824
2018,1002,839,88155.566038
2018,999,838,83529.283582
2018,1000,154,85377.463768
2018,1000,838,85590.061224
2018,1001,20,113965.363636
2018,1001,825,115957.159091
2018,1001,845,117077.534884
2018,1001,843,117500.418605
2018,1001,838,117645.744186
2018,1000,845,86578.132353
2018,1003,20,110025.508197
2018,1003,830,109517.573770
2018,1003,838,112260.150000
2018,1004,825,101130.403846
2018,1005,1,98812.490566
2018,1005,838,101576.269231
2018,1006,8,101047.196429
2018,1002,842,89250.634615
2018,995,822,78216.955882
2018,995,20,78108.485294
2018,994,840,81677.868421
2018,1003,840,112454.233333
2018,1003,825,113372.711864
2018,1003,844,111788.800000
2018,1003,842,112404.183333
2018,1003,4,111059.377049
2018,995,830,78231.426471
2018,1002,1,87065.735849
2018,1000,817,84040.657143
2018,1000,832,85369.913043
2018,999,817,80254.037037
2018,999,828,83316.522388
2018,999,4,84813.784615
2018,998,4,101555.750000
2018,997,832,71176.300000
2018,1000,839,85612.028986
2018,999,842,84674.090909
2018,999,8,82933.985075
2018,999,822,82901.194030
2018,998,838,101645.346154
2018,998,828,96574.193548
2018,998,844,95937.500000
2018,998,20,100957.384615
2018,994,807,79482.641026
2018,997,817,70269.132075
2018,997,822,69786.000000
2018,996,845,105232.000000
2018,996,843,105005.807692
2018,996,815,108266.740741
2018,996,830,102235.377358
2018,995,844,79864.149254
2018,994,839,79467.615385
2018,1000,822,84091.814286
2018,999,20,79092.000000
2018,998,832,100469.000000
2018,998,817,101140.076923
2018,997,828,71014.471429
2018,997,807,71812.181818
2018,997,8,69260.957746
2018,997,1,69929.870968
2018,995,832,79658.432836
2018,994,838,80195.311688
2018,1001,839,115772.636364
2018,993,822,87129.772727
2018,992,840,122290.921569
2018,991,844,103909.910714
2018,991,1,102738.660714
2018,990,8,98106.542857
2018,990,832,99112.589286
2018,990,828,98884.928571
2018,989,8,92751.586207
2018,989,807,93206.103448
2018,989,4,93123.603448
2018,1006,825,102844.642857
2018,1002,817,91698.695652
2018,1003,8,110239.540984
2018,1003,817,110255.622951
2018,1003,832,111551.316667
2018,1004,839,101207.480769
2018,1004,828,102009.000000
2018,1005,20,100130.849057
2018,1005,815,100310.207547
2018,1006,832,102743.517857
2018,1006,839,102820.196429
2018,989,838,93244.896552
2018,1006,842,103924.018182
2018,1006,20,101372.589286
2018,990,825,98192.736842
2018,991,830,102621.714286
2018,1002,807,89199.288462
2018,1002,8,87229.981132
2018,1001,832,117020.813953
2018,1001,154,115918.840909
2018,1001,830,114678.363636
2018,1008,817,73721.957746
2018,998,1,101000.923077
2018,998,815,101624.846154
2018,999,154,83264.417910
2018,999,840,84084.433962
2018,1000,20,83622.142857
2018,1001,1,114216.750000
2018,1002,832,88540.075472
2018,1007,830,83223.253521
2018,1007,839,86632.202899
2018,1008,842,75611.400000
2018,998,825,101595.615385
2018,1008,832,75562.214286
2018,1008,807,76047.343750
2018,1008,4,75977.695652
2018,1009,1,108734.218182
2018,1009,8,141122.833333
2018,995,839,79715.074627
2018,1009,845,111999.037037
2018,994,830,79488.769231
2018,993,832,88999.076923
2018,993,828,89904.734375
2018,989,822,93234.862069
2018,991,825,103142.392857
2018,991,840,103426.250000
2018,991,815,103234.017857
2018,991,842,103441.250000
2018,992,817,115826.410256
2018,992,8,122093.156863
2018,993,4,89046.584615
2018,993,815,89540.640625
2018,993,843,89842.500000
2018,1009,828,117766.958333
2018,994,1,79382.307692
2018,994,154,80585.064935
2018,995,825,79981.432836
2018,995,154,79937.402985
2018,995,828,80622.803030
2018,996,832,103746.584906
2018,996,825,103599.037736
2018,997,830,69239.774648
2018,997,838,72752.138462
2018,1009,842,112380.804348
2018,989,842,93188.538462
2018,989,830,93141.862069
2018,989,825,91430.318182
2018,990,844,99206.696429
2018,991,832,103073.982143
2018,992,20,122149.411765
2018,992,815,122123.823529
2018,992,807,138904.500000
2018,992,842,122529.627451
2018,1008,822,73971.957746
2018,989,844,93949.000000
2018,1009,832,110053.272727
2018,1009,839,112403.295455
2018,1009,822,109606.163636
2018,1008,843,75549.914286
2018,1008,20,74029.056338
2018,1007,825,86836.565217
2018,1007,815,87607.184211
2018,1007,817,83160.475410
2018,1006,817,101608.750000
2018,1000,830,85611.800000
2018,1009,815,110393.763636
2018,1009,838,111702.685185
2018,1002,844,88966.307692
2018,1002,815,88172.867925
2018,1002,825,90348.500000
2018,1002,4,102536.555556
2018,1002,840,88754.326923
2018,1002,830,87314.943396
2018,1000,828,86437.132353
2018,1000,4,85190.739130
2018,1009,154,111187.777778
2018,999,807,83230.656716
2018,998,843,174472.000000
2018,998,845,101882.634615
2018,998,807,101500.076923
2018,998,822,101128.211538
2018,996,4,105281.780000
2018,996,828,104977.461538
2018,995,815,79981.701493
2018,1008,815,74826.942857
2018,1006,815,102852.196429
2018,1004,844,100822.094340
2018,1005,830,99082.207547
2018,1005,842,101133.750000
2018,1005,843,101553.923077
2018,990,815,99133.392857
2018,990,4,98634.821429
2018,990,839,98994.375000
2018,1005,845,101622.230769
2018,1006,807,102604.517857
2018,1005,4,101560.346154
2018,1006,154,139512.500000
2018,1006,4,133811.000000
2018,1007,20,83467.140845
2018,1007,844,86091.913043
2018,1007,828,86549.202899
2018,1007,842,86566.405797
2018,1008,1,73648.816901
2018,1008,828,79128.350000
2018,1008,825,74393.281690
2018,1003,822,110221.983607
2018,1005,828,101543.576923
2018,1005,817,99180.320755
2018,1005,154,100457.735849
2018,1005,822,99056.245283
2018,1004,845,103067.196078
2018,1004,807,101668.192308
2018,1004,8,99277.811321
2018,1003,828,112247.133333
2018,1003,815,112818.183333
2018,1007,845,86690.463768
2018,1003,1,109370.672131
2018,1006,844,106216.580645
2018,1005,840,101712.442308
2018,1005,807,103394.162162
2018,1004,4,102381.826923
2018,1004,830,99550.886792
2018,1004,20,99106.943396
2018,1002,838,89176.826923
2018,1003,154,112370.950000
2019,1021,807,83797.130435
2019,1018,832,70574.342857
2019,1015,841,81768.381579
2019,1029,832,78923.577465
2019,1029,844,77012.323077
2019,1018,841,70613.928571
2019,1018,842,70414.771429
2019,1018,830,69321.436620
2019,1018,846,70332.700000
2019,1017,840,97978.538462
2019,1016,825,79534.794118
2019,1016,822,77116.100000
2019,1028,847,104780.314815
2019,1015,154,80313.730769
2019,1015,807,80777.233766
2019,1015,826,80295.012821
2019,1015,830,79602.230769
2019,1014,8,87761.303030
2019,1014,846,85047.613636
2019,1013,847,112777.102041
2019,1030,826,105059.925926
2019,1022,8,117893.651163
2019,1027,8,84401.465517
2019,1020,844,96379.814815
2019,1020,842,99142.180328
2019,1020,848,98145.734375
2019,1021,844,82414.942857
2019,1021,842,83079.913043
2019,1021,825,83808.101449
2019,1022,842,116701.772727
2019,1022,847,117610.534884
2019,1030,822,103456.254545
2019,1023,822,85424.528302
2019,1023,848,86527.924528
2019,1025,841,107402.603774
2019,1025,848,106742.264151
2019,1026,825,97752.705882
2019,1028,822,100636.660714
2019,1028,846,102257.446429
2019,1028,807,102693.000000
2019,1012,847,102793.611111
2019,1023,815,86801.264151
2019,1023,154,88681.538462
2019,1023,825,88616.558140
2019,1023,20,87806.769231
2019,1023,807,86506.226415
2019,1022,817,117406.186047
2019,1022,841,116733.261905
2019,1013,8,110564.000000
2019,1013,20,108327.078431
2019,1024,830,116680.131148
2019,1012,841,101493.272727
2019,1012,825,101257.727273
2019,1011,848,100420.912281
2019,1011,1,99320.964912
2019,1010,817,92832.928571
2019,1029,822,74513.313725
2019,1029,830,78798.281690
2019,1030,846,105036.648148
2019,1026,9,99836.760000
2019,1030,830,102954.309091
2019,1030,1,102649.363636
2019,1029,840,77295.553846
2019,1029,826,78966.323944
2019,1028,832,102621.836364
2019,1028,844,101569.500000
2019,1028,1,100710.732143
2019,1027,842,83317.014286
2019,1030,807,105168.407407
2019,1026,817,96420.745098
2019,1026,154,97343.411765
2019,1025,9,110796.714286
2019,1025,842,107340.905660
2019,1025,832,106884.547170
2019,1024,815,115048.309524
2019,1024,842,116872.360656
2019,1024,848,116808.688525
2019,1025,807,107147.792453
2019,1021,840,84815.750000
2019,1022,822,114506.704545
2019,1022,807,116644.295455
2019,1022,9,117999.093023
2019,1023,832,86497.259259
2019,1023,826,87661.965517
2019,1024,832,117207.229508
2019,1025,815,106938.113208
2019,1020,847,98401.234375
2019,1026,822,94360.673077
2019,1026,846,96951.058824
2019,1026,826,96806.176471
2019,1027,846,86808.166667
2019,1027,807,83378.785714
2019,1027,841,83787.942857
2019,1028,8,102823.272727
2019,1029,825,78977.605634
2019,1017,842,97835.038462
2019,1012,826,103006.707317
2019,1013,807,111722.500000
2019,1013,154,112330.289474
2019,1014,832,87617.954545
2019,1015,1,79595.346154
2019,1015,817,80376.038462
2019,1016,815,78144.913043
2019,1017,20,96867.811321
2019,1029,154,78998.943662
2019,1017,807,97699.057692
2019,1017,9,100090.431373
2019,1018,154,70945.114286
2019,1019,844,94203.250000
2019,1019,846,95052.557692
2019,1019,815,96172.058824
2019,1019,9,95973.294118
2019,1020,825,98281.875000
2019,1030,844,103439.090909
2019,1024,20,116617.491803
2019,1026,840,96733.333333
2019,1026,830,98430.000000
2019,1027,832,83489.014286
2019,1027,822,81865.591549
2019,1027,840,83445.928571
2019,1010,20,89386.793103
2019,1010,847,92446.517857
2019,1025,8,107318.905660
2019,1029,1,78884.746479
2019,1029,20,77005.338462
2019,1029,807,78982.211268
2019,1029,9,80181.000000
2019,1028,840,103228.636364
2019,1028,817,102250.339286
2019,1028,20,103304.285714
2019,1027,847,84870.942029
2019,1022,826,116258.340909
2019,1030,848,103907.636364
2019,1018,825,71879.608696
2019,1020,832,98138.406250
2019,1020,20,98103.250000
2019,1021,832,83059.724638
2019,1021,841,84950.882353
2019,1022,1,114242.977273
2019,1022,154,117195.069767
2019,1012,840,101241.727273
2019,1023,840,87418.884615
2019,1023,841,87107.173077
2019,1023,8,88305.096154
2019,1024,841,116910.196721
2019,1024,817,117234.868852
2019,1025,822,106090.962264
2019,1025,840,107166.283019
2019,1011,822,99373.245614
2019,1011,807,98564.264151
2019,1011,817,98801.547170
2019,1011,825,101140.035714
2019,1026,842,96662.647059
2019,1010,822,88402.155172
2019,1010,807,90044.280702
2019,1010,848,90815.736842
2019,1010,840,90078.263158
2019,1012,20,98930.250000
2019,1011,842,100340.157895
2019,1011,9,102946.600000
2019,1011,847,102160.982143
2019,1012,822,98801.821429
2019,1012,154,101121.363636
2019,1012,9,103091.092593
2019,1012,846,103018.600000
2019,1013,1,108126.784314
2019,1017,815,97932.961538
2019,1021,20,82360.414286
2019,1020,817,102482.615385
2019,1020,830,97988.671875
2019,1018,847,71562.782609
2019,1018,817,70669.800000
2019,1018,8,70604.471429
2019,1017,848,98259.730769
2019,1017,825,98688.307692
2019,1013,826,111864.696970
2019,1016,154,78501.985507
2019,1016,847,79408.705882
2019,1016,846,80775.625000
2019,1014,847,89388.123077
2019,1014,842,87424.530303
2019,1013,848,110617.980000
2019,1013,830,108439.901961
2019,1020,822,98902.267857
2019,1018,815,70653.214286
2019,1018,840,70807.728571
2019,1019,1,93624.076923
2019,1019,20,95782.607843
2019,1019,807,95022.788462
2019,1019,848,95078.250000
2019,1019,826,94907.153846
2019,1020,1,98295.968750
2019,1018,20,69597.633803
2019,1020,807,101270.076923
2019,1010,825,89904.844828
2019,1010,826,90090.526316
2019,1011,830,99433.385965
2019,1011,840,101455.428571
2019,1012,1,98684.821429
2019,1012,844,99243.321429
2019,1012,842,100279.589286
2019,1015,8,81260.766234
2019,1013,817,112232.419355
2019,1013,825,111223.220000
2019,1014,20,87266.818182
2019,1014,807,87722.484848
2019,1015,822,79635.884615
2019,1015,825,80726.675325
2019,1015,840,81060.987013
2019,1015,815,80738.896104
2019,1021,154,85038.183673
2019,1016,1,76386.914286
2019,1016,807,77544.333333
2019,1016,9,80241.044776
2019,1016,8,78510.101449
2019,1017,1,95682.981132
2019,1017,846,97734.461538
2019,1017,817,97670.519231
2019,1025,846,107108.320755
2019,1012,807,104370.750000
2019,1012,8,100873.890909
2019,1013,846,110062.941176
2019,1013,844,109451.941176
2019,1013,841,110667.840000
2019,1013,842,108450.736842
2019,1026,8,97205.705882
2019,1026,807,96681.960784
2019,1026,848,95505.615385
2019,1026,844,96308.450980
2019,1026,20,94617.269231
2019,1025,847,108814.888889
2019,1025,830,106286.830189
2019,1011,826,101123.232143
2019,1025,1,106018.716981
2019,1024,154,117198.409836
2019,1024,826,117243.360656
2019,1024,825,118035.885246
2019,1024,846,116859.606557
2019,1022,815,116139.954545
2019,1022,846,115831.348837
2019,1021,826,83955.647059
2019,1021,8,83118.666667
2019,1021,1,81482.800000
2019,1019,817,94670.250000
2019,1018,848,70831.642857
2019,1019,842,94291.230769
2019,1015,844,90650.250000
2019,1015,846,80451.769231
2019,1015,832,80280.653846
2019,1013,9,113452.530612
2019,1012,848,101102.818182
2019,1023,9,89293.803922
2019,1022,825,117032.790698
2019,1022,844,114220.681818
2019,1021,848,83627.869565
2019,1021,830,81737.028571
2019,1020,154,98251.765625
2019,1019,840,95183.423077
2019,1019,832,94655.596154
2019,1018,807,70694.471429
2019,1018,822,69588.478873
2019,1012,815,100752.418182
2019,1010,9,94167.472727
2019,1010,832,92770.333333
2019,1010,846,90794.017544
2019,1010,844,89406.120690
2019,1010,1,88762.258621
2019,1010,830,88790.431034
2019,1011,20,99953.736842
2019,1011,8,100153.771930
2019,1011,815,100438.438596
2019,1011,841,100454.280702
2019,1013,840,110132.509804
2019,1029,817,78946.746479
2019,1029,846,78956.084507
2019,1030,832,105126.592593
2019,1030,841,106157.074074
2019,1014,822,87189.651515
2019,1017,830,96341.566038
2019,1016,830,77210.557143
2019,1016,844,76454.000000
2019,1015,9,81655.909091
2019,1014,817,87684.863636
2019,1014,154,87652.787879
2019,1014,830,87244.272727
2019,1014,1,87127.924242
2019,1028,815,102806.454545
2019,1013,822,108096.901961
2019,1012,817,100716.272727
2019,1011,154,103047.625000
2019,1011,832,100304.528302
2019,1011,844,99428.526316
2019,1010,841,91190.561404
2019,1010,154,91720.758621
2019,1012,830,99178.160714
2019,1011,846,100123.666667
2019,1010,8,90065.070175
2019,1010,815,90803.315789
2019,1010,842,90096.403509
2019,1012,832,101438.163636
2019,1017,847,100268.313725
2019,1017,154,98745.613636
2019,1017,822,96023.660377
2019,1016,841,78477.797101
2019,1016,842,77690.217391
2019,1016,20,76367.742857
2019,1015,842,79722.858974
2019,1015,20,79628.705128
2019,1014,9,89500.215385
2019,1014,826,87628.772727
2019,1013,832,109740.549020
2019,1013,815,109595.254902
2019,1016,817,77538.507246
2019,1017,8,97688.288462
2019,1017,832,97484.150943
2019,1017,844,96041.188679
2019,1015,847,80971.051948
2019,1015,848,80303.038462
2019,1014,841,87850.515152
2019,1014,840,85034.318182
2019,1014,815,87838.181818
2019,1014,848,87664.969697
2019,1014,825,87554.575758
2019,1014,844,87330.363636
2019,1028,154,103761.545455
2019,1019,8,94884.461538
2019,1023,846,87136.250000
2019,1021,815,83787.913043
2019,1021,846,83205.608696
2019,1021,822,83129.333333
2019,1020,846,99179.600000
2019,1020,826,98118.437500
2019,1020,840,98128.765625
2019,1020,815,112843.000000
2019,1020,8,98179.515625
2019,1019,825,112916.333333
2019,1019,154,103075.666667
2019,1019,847,95761.921569
2019,1019,841,93932.611111
2019,1021,817,83811.492754
2019,1024,822,116717.803279
2019,1024,807,116891.557377
2019,1024,847,111061.823529
2019,1025,20,104974.230769
2019,1025,826,107197.886792
2019,1026,1,94627.173077
2019,1027,20,81840.422535
2019,1027,844,81905.239437
2019,1027,9,85073.840580
2019,1028,825,103729.250000
2019,1028,848,102030.196429
2019,1028,841,103444.418182
2019,1027,825,84209.985507
2019,1030,842,106735.867925
2019,1030,847,106361.092593
2019,1030,815,105011.444444
2019,1030,825,105583.240741
2019,1030,20,103819.490909
2019,1029,842,78883.873239
2019,1028,842,103538.500000
2019,1027,154,84939.072464
2019,1027,830,82784.661972
2019,1027,1,81815.549296
2019,1027,848,82116.943662
2019,1028,830,100725.982143
2019,1028,9,106325.451613
2019,1027,815,82855.253521
2019,1027,826,83273.157143
2019,1026,847,98079.560000
2019,1026,841,97707.294118
2019,1026,815,96669.901961
2019,1025,817,109232.000000
2019,1025,825,107033.415094
2019,1024,840,117214.524590
2019,1024,1,116693.032787
2019,1022,832,194682.000000
2019,1022,848,116068.977273
2019,1021,9,85284.686567
2019,1019,830,94382.884615
2019,1023,830,86814.283019
2019,1023,847,87835.288462
2019,1023,842,87171.230769
2019,1023,817,86267.547170
2019,1023,1,86072.905660
2019,1023,844,85408.773585
2019,1022,840,116717.000000
2019,1022,20,114821.181818
2019,1021,847,84760.308824
2019,1020,9,98379.093750
2019,1020,841,98205.062500
2019,1029,847,78989.816901
2019,1019,822,94103.461538
2019,1018,826,71253.114286
2019,1018,9,72564.147059
2019,1018,1,69642.633803
2019,1018,844,69359.802817
2019,1017,826,98213.673077
2019,1017,841,98590.788462
2019,1016,848,79430.559322
2019,1016,840,77958.130435
2019,1016,832,78025.608696
2019,1016,826,77994.188406
2019,1024,8,117994.102041
2019,1029,815,78960.661972
2019,1030,817,105143.277778
2019,1030,840,106953.977778
2019,1030,9,106971.188679
2019,1030,154,105934.574074
2019,1030,8,105305.462963
2019,1029,848,79008.521127
2019,1029,8,78931.408451
2019,1029,841,78941.957746
2019,1028,826,102771.272727
2019,1026,832,95689.538462
2019,1025,844,106117.056604
2019,1024,9,117388.377049
2019,1027,817,82870.816901
2019,1024,844,116660.786885
2020,1031,826,77462.463768
2020,1034,826,112054.636364
2020,1034,154,102621.788462
2020,1031,848,77656.522388
2020,1032,847,72070.000000
2020,1032,825,71558.185714
2020,1033,1,82463.900000
2020,1033,841,84734.913043
2020,1034,846,101991.538462
2020,1035,846,93221.865385
2020,1036,842,85316.876923
2020,1036,844,87674.631579
2020,1037,846,115739.431818
2020,1038,842,121246.339623
2020,1045,846,126295.649123
2020,1046,847,63145.632184
2020,1046,832,63076.942529
2020,1032,1,70009.619718
2020,1031,849,77287.169014
2020,1042,842,83290.215385
2020,1042,844,82759.696970
2020,1041,839,95924.590909
2020,1041,815,96095.183333
2020,1041,844,96340.916667
2020,1040,847,110042.211538
2020,1039,20,142458.355932
2020,1039,826,142318.915254
2020,1039,846,142270.220339
2020,1039,844,142430.593220
2020,1044,1,105850.224138
2020,1038,822,121380.452830
2020,1038,1,121571.716981
2020,1037,20,116401.250000
2020,1037,815,115953.181818
2020,1037,1,114744.568182
2020,1036,847,85917.784615
2020,1036,848,85307.815385
2020,1036,1,83413.318182
2020,1035,8,94216.411765
2020,1035,154,94258.960784
2020,1035,825,95241.023256
2020,1035,839,93207.038462
2020,1035,848,92714.211538
2020,1035,842,93319.903846
2020,1038,840,121309.698113
2020,1032,832,71281.800000
2020,1032,842,71845.285714
2020,1032,8,71554.314286
2020,1033,825,83947.768116
2020,1033,154,84418.797101
2020,1034,844,101918.403846
2020,1034,20,102368.076923
2020,1034,849,102612.153846
2020,1035,807,93037.384615
2020,1035,20,93372.365385
2020,1037,848,115715.295455
2020,1037,840,115940.090909
2020,1037,841,113728.000000
2020,1037,8,116369.659091
2020,1034,8,104318.921569
2020,1038,839,121599.000000
2020,1038,849,121866.641509
2020,1040,839,107705.094340
2020,1040,815,106998.528302
2020,1040,848,108174.037736
2020,1040,846,108964.923077
2020,1041,1,95827.350000
2020,1041,848,95936.304348
2020,1041,832,96192.433333
2020,1041,825,96653.766667
